epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,3884.74,1.49648,0.86071,0.97974,0.81081,0.67338,0.7782,0.44155,1.40001,0.92145,0.99156,0.007426,0.007426,0.007426
28,4013.3,1.49745,0.85108,0.97866,0.80862,0.68531,0.78349,0.44579,1.40228,0.91629,0.98671,0.007327,0.007327,0.007327
29,4140.2,1.48955,0.85296,0.976,0.80723,0.66326,0.77183,0.43963,1.40346,0.93659,0.984,0.007228,0.007228,0.007228
30,4264.69,1.47587,0.84232,0.97606,0.82432,0.68434,0.79176,0.44811,1.39324,0.92185,0.97413,0.007129,0.007129,0.007129
31,4386.13,1.46995,0.83767,0.97107,0.82002,0.68076,0.78111,0.44338,1.39375,0.92046,0.97976,0.00703,0.00703,0.00703
32,4506.49,1.46935,0.84042,0.9736,0.80233,0.69282,0.78973,0.45146,1.38961,0.91254,0.97535,0.006931,0.006931,0.006931
33,4626.96,1.46845,0.83892,0.97512,0.82299,0.6865,0.79106,0.45168,1.38232,0.89563,0.97661,0.006832,0.006832,0.006832
34,4746.3,1.45711,0.82727,0.97125,0.81939,0.69018,0.79124,0.45514,1.37439,0.88441,0.97464,0.006733,0.006733,0.006733
35,4868.49,1.458,0.82604,0.97021,0.82533,0.68971,0.79404,0.45773,1.3706,0.89103,0.97354,0.006634,0.006634,0.006634
36,4987.18,1.45392,0.82453,0.96567,0.81032,0.70783,0.79727,0.45966,1.37276,0.88773,0.97541,0.006535,0.006535,0.006535
37,5104.91,1.45056,0.8182,0.96636,0.82094,0.69217,0.79446,0.46117,1.36447,0.88775,0.96745,0.006436,0.006436,0.006436
38,5227.74,1.4499,0.81843,0.96471,0.80912,0.70269,0.79964,0.46127,1.37074,0.88825,0.97242,0.006337,0.006337,0.006337
39,5351.66,1.45024,0.81176,0.96681,0.80491,0.71521,0.8018,0.46431,1.36079,0.8611,0.97083,0.006238,0.006238,0.006238
40,5469.63,1.44008,0.80566,0.96415,0.79976,0.70947,0.79868,0.46337,1.34318,0.87126,0.96496,0.006139,0.006139,0.006139
41,5589.43,1.43518,0.80268,0.96231,0.79817,0.70866,0.79648,0.46349,1.35319,0.88306,0.96496,0.00604,0.00604,0.00604
42,5709.42,1.43449,0.79737,0.96105,0.81784,0.70306,0.80041,0.46469,1.35355,0.88425,0.96668,0.005941,0.005941,0.005941
43,5827.19,1.4281,0.79831,0.95736,0.82303,0.70436,0.80154,0.46817,1.35191,0.87484,0.96331,0.005842,0.005842,0.005842
44,5949.16,1.43253,0.80001,0.95676,0.82576,0.70112,0.80189,0.46917,1.34299,0.84751,0.96864,0.005743,0.005743,0.005743
45,6068.05,1.42301,0.79289,0.95539,0.82187,0.70403,0.80736,0.46785,1.33569,0.85249,0.96177,0.005644,0.005644,0.005644
46,6185.98,1.4157,0.79479,0.95676,0.82009,0.70567,0.80315,0.46905,1.33982,0.85916,0.96739,0.005545,0.005545,0.005545
47,6306.58,1.42246,0.79564,0.95553,0.81987,0.70582,0.8032,0.4694,1.32952,0.85108,0.96481,0.005446,0.005446,0.005446
48,6426.56,1.40675,0.78425,0.95313,0.81968,0.71085,0.80722,0.47181,1.33581,0.85648,0.96548,0.005347,0.005347,0.005347
49,6544.64,1.40681,0.77928,0.95263,0.80884,0.71409,0.80783,0.4712,1.33264,0.85911,0.95945,0.005248,0.005248,0.005248
50,6665.05,1.40622,0.78151,0.95375,0.80899,0.71857,0.80849,0.47125,1.32284,0.84959,0.95429,0.005149,0.005149,0.005149
51,6785.9,1.39755,0.77475,0.94728,0.81861,0.7057,0.80557,0.47176,1.31934,0.84875,0.95662,0.00505,0.00505,0.00505
52,6903.43,1.39899,0.76919,0.94993,0.8221,0.70604,0.8051,0.473,1.32455,0.84962,0.96074,0.004951,0.004951,0.004951
53,7018.52,1.39537,0.76982,0.94638,0.82083,0.70718,0.80404,0.47377,1.33157,0.85257,0.96277,0.004852,0.004852,0.004852
54,7138.35,1.3947,0.77212,0.94742,0.83077,0.69956,0.80661,0.47515,1.32614,0.84859,0.95765,0.004753,0.004753,0.004753
55,7256.69,1.39448,0.76775,0.94671,0.82193,0.70872,0.8072,0.47534,1.32567,0.84072,0.95975,0.004654,0.004654,0.004654
56,7376.41,1.39618,0.76541,0.94883,0.81731,0.71029,0.80514,0.47491,1.32992,0.84371,0.96057,0.004555,0.004555,0.004555
57,7494.95,1.39009,0.76438,0.94543,0.82247,0.71308,0.80886,0.47714,1.32314,0.82604,0.95752,0.004456,0.004456,0.004456
58,7613.66,1.38518,0.75935,0.9422,0.81275,0.71271,0.80879,0.47579,1.31098,0.83022,0.95029,0.004357,0.004357,0.004357
59,7733.18,1.38229,0.75942,0.94387,0.82437,0.71544,0.81046,0.47673,1.31301,0.82928,0.95449,0.004258,0.004258,0.004258
60,7848.68,1.37481,0.75203,0.9401,0.82415,0.71409,0.81275,0.47913,1.31417,0.83086,0.95578,0.004159,0.004159,0.004159
61,7966.04,1.37241,0.7487,0.94131,0.82408,0.71521,0.81286,0.47981,1.31253,0.82425,0.95701,0.00406,0.00406,0.00406
62,8085.76,1.37529,0.75414,0.94035,0.81517,0.71879,0.81318,0.47973,1.3125,0.81444,0.95676,0.003961,0.003961,0.003961
63,8205.6,1.3724,0.7514,0.94035,0.82403,0.71863,0.81306,0.48208,1.30734,0.8146,0.95486,0.003862,0.003862,0.003862
64,8325.27,1.37006,0.74959,0.93956,0.81844,0.71702,0.81164,0.48218,1.30525,0.81274,0.95262,0.003763,0.003763,0.003763
65,8445.28,1.37105,0.74581,0.93614,0.82545,0.71253,0.81127,0.48154,1.30742,0.81584,0.95232,0.003664,0.003664,0.003664
66,8568.18,1.35571,0.74006,0.9359,0.82271,0.71528,0.81154,0.48291,1.30425,0.8179,0.94911,0.003565,0.003565,0.003565
67,8686.49,1.36137,0.73732,0.93511,0.82526,0.71387,0.81408,0.48305,1.30573,0.82008,0.94748,0.003466,0.003466,0.003466
68,8806.09,1.35463,0.73527,0.93483,0.82441,0.71611,0.812,0.48337,1.30727,0.82252,0.94826,0.003367,0.003367,0.003367
69,8923.53,1.35019,0.72773,0.9341,0.82012,0.72212,0.81368,0.48371,1.30935,0.81296,0.9499,0.003268,0.003268,0.003268
70,9042.19,1.3525,0.72816,0.93317,0.81943,0.7198,0.81372,0.48303,1.3085,0.81766,0.94907,0.003169,0.003169,0.003169
71,9161.33,1.35753,0.73334,0.93324,0.81871,0.72483,0.81383,0.48303,1.30425,0.81527,0.94831,0.00307,0.00307,0.00307
72,9284.5,1.34378,0.72255,0.9305,0.82095,0.72282,0.81337,0.48341,1.30468,0.81299,0.94913,0.002971,0.002971,0.002971
73,9405.16,1.34741,0.72919,0.93038,0.82528,0.72013,0.81302,0.48345,1.30733,0.81248,0.95019,0.002872,0.002872,0.002872
74,9528.15,1.34198,0.72051,0.92823,0.8268,0.71872,0.81139,0.48299,1.3078,0.81207,0.95043,0.002773,0.002773,0.002773
75,9644.95,1.3403,0.71738,0.92762,0.82957,0.71298,0.81208,0.48215,1.30622,0.81173,0.95038,0.002674,0.002674,0.002674
76,9758.06,1.33562,0.71555,0.92827,0.82827,0.71536,0.81235,0.48232,1.30636,0.81252,0.95049,0.002575,0.002575,0.002575
77,9873.83,1.33313,0.71362,0.92567,0.8256,0.71699,0.81439,0.48276,1.30494,0.81501,0.94987,0.002476,0.002476,0.002476
78,9990.2,1.31579,0.70672,0.92232,0.82564,0.7179,0.81415,0.4826,1.30434,0.81423,0.94953,0.002377,0.002377,0.002377
79,10110.8,1.32276,0.7093,0.92362,0.82852,0.71655,0.81413,0.48267,1.30624,0.81429,0.94951,0.002278,0.002278,0.002278
80,10230.7,1.32226,0.70555,0.92462,0.82572,0.71756,0.81359,0.48329,1.30554,0.81511,0.94901,0.002179,0.002179,0.002179
81,10349.1,1.31037,0.69663,0.92224,0.83051,0.7158,0.8152,0.48403,1.30436,0.81687,0.94821,0.00208,0.00208,0.00208
82,10465.9,1.311,0.69584,0.92117,0.82973,0.71477,0.8148,0.48406,1.30377,0.8163,0.94816,0.001981,0.001981,0.001981
83,10580.1,1.31291,0.69889,0.92409,0.83014,0.71395,0.81449,0.48383,1.30391,0.8172,0.9485,0.001882,0.001882,0.001882
84,10693.9,1.30417,0.69268,0.91945,0.83079,0.71432,0.8158,0.48375,1.30463,0.81796,0.94897,0.001783,0.001783,0.001783
85,10808.8,1.30354,0.69411,0.92019,0.83315,0.71387,0.81533,0.48373,1.30465,0.81738,0.94917,0.001684,0.001684,0.001684
86,10924.8,1.29956,0.69105,0.91911,0.83447,0.71365,0.81512,0.48407,1.30265,0.81671,0.94893,0.001585,0.001585,0.001585
87,11039.2,1.30081,0.69029,0.91511,0.83682,0.71298,0.81459,0.48429,1.30403,0.81858,0.94995,0.001486,0.001486,0.001486
88,11152.7,1.29972,0.69002,0.9179,0.83415,0.71342,0.81381,0.48433,1.30459,0.81714,0.95045,0.001387,0.001387,0.001387
89,11266.6,1.29325,0.68408,0.91502,0.83502,0.71409,0.81478,0.48427,1.30474,0.81519,0.95065,0.001288,0.001288,0.001288
90,11379.9,1.29938,0.68385,0.91755,0.83107,0.71544,0.81416,0.48463,1.30469,0.81752,0.95084,0.001189,0.001189,0.001189
91,11560.8,1.24301,0.65235,0.90983,0.83007,0.71723,0.81437,0.48402,1.30495,0.81739,0.95061,0.00109,0.00109,0.00109
92,11678.8,1.24079,0.64677,0.91063,0.83181,0.717,0.81361,0.48369,1.30569,0.81722,0.95071,0.000991,0.000991,0.000991
93,11796.3,1.23534,0.64024,0.90455,0.83221,0.71679,0.81391,0.48312,1.30741,0.8173,0.95134,0.000892,0.000892,0.000892
94,11919.6,1.2272,0.63484,0.90516,0.83143,0.71612,0.81276,0.48346,1.30718,0.81805,0.95159,0.000793,0.000793,0.000793
95,12037,1.22797,0.63421,0.90616,0.82846,0.71946,0.81327,0.48368,1.30746,0.81686,0.95174,0.000694,0.000694,0.000694
96,12149.1,1.2225,0.6314,0.90372,0.82605,0.72058,0.81297,0.48364,1.30831,0.81708,0.9521,0.000595,0.000595,0.000595
97,12261.5,1.21828,0.6303,0.90319,0.82723,0.72081,0.81306,0.48342,1.30971,0.81802,0.95247,0.000496,0.000496,0.000496
98,12373.5,1.218,0.62843,0.90317,0.82781,0.71946,0.8129,0.48313,1.30904,0.81875,0.95188,0.000397,0.000397,0.000397
99,12488.4,1.20812,0.62221,0.89834,0.82808,0.71871,0.81283,0.48255,1.31,0.8196,0.9524,0.000298,0.000298,0.000298
100,12602.5,1.21108,0.62104,0.90006,0.82731,0.71916,0.8131,0.48247,1.31043,0.82141,0.95178,0.000199,0.000199,0.000199
